metric_key,n_obs,longest_horizon_tested,production_spec,n_folds,rmse,mae,bias,dir_acc,ci_coverage,ljung_box,jarque_bera,arch_heteroskedasticity,residual_fit_status
Nurse FTE (level),67,12,"PRODUCTION (2, 1, 0)x(1, 0, 1, 4) n, exog=['post_covid_trend_break']",49,17280.30181075117,14125.638984378673,-9433.607724797444,0.8163265306122449,0.8775510204081632,OK,FLAG,FLAG,OK
