metric_key,n_obs,longest_horizon_tested,production_spec,n_folds,rmse,mae,bias,dir_acc,ci_coverage,ljung_box,jarque_bera,arch_heteroskedasticity,residual_fit_status
GP face-to-face appointments (flow),11,3,"PRODUCTION (0, 0, 0)x(0, 0, 0, 4) c, exog=none",3,20005018.611103397,14515312.209065584,8053266.456253407,0.6666666666666666,0.6666666666666666,OK,FLAG,N/A,OK
