date,metric,value,source
2012-05-01,emergency_admissions_via_type_3_and_4_ae,2383.2857142857138,NHS England A&E
2012-05-01,total_emergency_admissions_via_ae,321132.71428571444,NHS England A&E
2012-05-01,emergency_admissions_via_type_1_ae,316001.14285714296,NHS England A&E
2012-05-01,type_3_departments_other_ae_minor_injury_unit,621739.4285714289,NHS England A&E
2012-05-01,total_attendances,1929570.4285714282,NHS England A&E
2012-05-01,type_1_departments_major_ae,1251414.285714286,NHS England A&E
2012-05-01,total_emergency_admissions,443877.4285714286,NHS England A&E
2012-05-01,number_of_patients_spending_12_hours_from_decision_to_admit_to_admission,0.0,NHS England A&E
2012-05-01,operational_standard_performance,0.95,NHS England A&E
2012-05-01,number_of_patients_spending_4_hours_from_decision_to_admit_to_admission,8680.571428571426,NHS England A&E
2012-06-01,total_emergency_admissions_via_ae,311005.8571428573,NHS England A&E
2012-06-01,emergency_admissions_via_type_3_and_4_ae,2387.7142857142853,NHS England A&E
2012-06-01,type_3_departments_other_ae_minor_injury_unit,611800.0000000001,NHS England A&E
2012-06-01,number_of_patients_spending_12_hours_from_decision_to_admit_to_admission,1.8571428571428565,NHS England A&E
2012-06-01,operational_standard_performance,0.95,NHS England A&E
2012-06-01,emergency_admissions_via_type_2_ae,2613.2857142857138,NHS England A&E
2012-06-01,other_emergency_admissions_ie_not_via_ae,114999.85714285714,NHS England A&E
2012-06-01,type_2_departments_single_specialty,53957.000000000015,NHS England A&E
2012-06-01,number_of_patients_spending_4_hours_from_decision_to_admit_to_admission,8409.285714285714,NHS England A&E
2012-06-01,emergency_admissions_via_type_1_ae,306004.857142857,NHS England A&E
2012-06-01,total_emergency_admissions,426005.7142857141,NHS England A&E
2012-06-01,total_attendances,1887841.2857142857,NHS England A&E
2012-06-01,type_1_departments_major_ae,1222084.2857142854,NHS England A&E
2012-07-01,number_of_patients_spending_4_hours_from_decision_to_admit_to_admission,7264.857142857144,NHS England A&E
2012-07-01,emergency_admissions_via_type_2_ae,2751.285714285714,NHS England A&E
2012-07-01,total_emergency_admissions,444954.9999999998,NHS England A&E
2012-07-01,emergency_admissions_via_type_3_and_4_ae,2384.428571428572,NHS England A&E
2012-07-01,total_attendances,1924523.2857142868,NHS England A&E
2012-07-01,type_1_departments_major_ae,1248953.285714286,NHS England A&E
2012-07-01,operational_standard_performance,0.95,NHS England A&E
2012-07-01,total_emergency_admissions_via_ae,321278.7142857143,NHS England A&E
2012-07-01,emergency_admissions_via_type_1_ae,316142.9999999999,NHS England A&E
2012-07-01,type_3_departments_other_ae_minor_injury_unit,620178.1428571427,NHS England A&E
2012-07-01,other_emergency_admissions_ie_not_via_ae,123676.28571428575,NHS England A&E
2012-07-01,type_2_departments_single_specialty,55391.85714285712,NHS England A&E
2012-07-01,number_of_patients_spending_12_hours_from_decision_to_admit_to_admission,1.1428571428571426,NHS England A&E
2012-08-01,emergency_admissions_via_type_1_ae,305791.00000000006,NHS England A&E
2012-08-01,total_emergency_admissions_via_ae,310680.2857142857,NHS England A&E
2012-08-01,emergency_admissions_via_type_2_ae,2516.2857142857147,NHS England A&E
2012-08-01,operational_standard_performance,0.95,NHS England A&E
2012-08-01,total_attendances,1845142.2857142854,NHS England A&E
2012-08-01,emergency_admissions_via_type_3_and_4_ae,2373.0,NHS England A&E
2012-08-01,other_emergency_admissions_ie_not_via_ae,114492.28571428574,NHS England A&E
2012-08-01,type_1_departments_major_ae,1197383.8571428573,NHS England A&E
2012-08-01,number_of_patients_spending_12_hours_from_decision_to_admit_to_admission,1.9999999999999993,NHS England A&E
2012-08-01,type_3_departments_other_ae_minor_injury_unit,594853.5714285711,NHS England A&E
2012-08-01,type_2_departments_single_specialty,52904.857142857145,NHS England A&E
2012-08-01,number_of_patients_spending_4_hours_from_decision_to_admit_to_admission,7127.857142857141,NHS England A&E
2012-08-01,total_emergency_admissions,425172.5714285713,NHS England A&E
2012-09-01,total_emergency_admissions,421778.42857142846,NHS England A&E
2012-09-01,emergency_admissions_via_type_3_and_4_ae,2278.857142857143,NHS England A&E
2012-09-01,operational_standard_performance,0.95,NHS England A&E
2012-09-01,type_1_departments_major_ae,1178360.714285714,NHS England A&E
2012-09-01,number_of_patients_spending_12_hours_from_decision_to_admit_to_admission,1.9999999999999996,NHS England A&E
2012-09-01,type_3_departments_other_ae_minor_injury_unit,558603.9999999997,NHS England A&E
2012-09-01,type_2_departments_single_specialty,51526.14285714288,NHS England A&E
2012-09-01,emergency_admissions_via_type_2_ae,2546.4285714285725,NHS England A&E
2012-09-01,total_attendances,1788490.8571428568,NHS England A&E
2012-09-01,other_emergency_admissions_ie_not_via_ae,113536.42857142855,NHS England A&E
2012-09-01,number_of_patients_spending_4_hours_from_decision_to_admit_to_admission,9022.285714285714,NHS England A&E
2012-09-01,emergency_admissions_via_type_1_ae,303416.71428571444,NHS England A&E
2012-09-01,total_emergency_admissions_via_ae,308242.0000000001,NHS England A&E
2012-10-01,emergency_admissions_via_type_1_ae,317919.0,NHS England A&E
2012-10-01,type_3_departments_other_ae_minor_injury_unit,564447.8571428569,NHS England A&E
2012-10-01,operational_standard_performance,0.95,NHS England A&E
2012-10-01,type_1_departments_major_ae,1214433.4285714284,NHS England A&E
2012-10-01,number_of_patients_spending_12_hours_from_decision_to_admit_to_admission,0.0,NHS England A&E
2012-10-01,total_emergency_admissions,446302.71428571426,NHS England A&E
2012-10-01,emergency_admissions_via_type_3_and_4_ae,2439.428571428571,NHS England A&E
2012-10-01,total_emergency_admissions_via_ae,323010.5714285715,NHS England A&E
2012-10-01,other_emergency_admissions_ie_not_via_ae,123292.14285714284,NHS England A&E
2012-10-01,total_attendances,1832304.2857142864,NHS England A&E
2012-10-01,emergency_admissions_via_type_2_ae,2652.1428571428564,NHS England A&E
2012-10-01,number_of_patients_spending_4_hours_from_decision_to_admit_to_admission,11088.714285714292,NHS England A&E
2012-10-01,type_2_departments_single_specialty,53422.99999999999,NHS England A&E
2012-11-01,total_emergency_admissions_via_ae,314490.2857142858,NHS England A&E
